0.701  0.0794975 -0.433258 -0.0146161 -1.96802 -0.0945761 1.98781 -0.0247845  0.0791205 -0.433575 -0.0145468 -1.96818 -0.0941275 1.98787 -0.024667  0.492958 0.413859 -0.0906333 0.198279 -0.586458 -0.0755868 -0.153687 
0.711  0.0845034 -0.429056 -0.0155365 -1.96601 -0.100531 1.98704 -0.0263452  0.0841111 -0.429385 -0.0154643 -1.96617 -0.100065 1.9871 -0.0262229  0.508219 0.426672 -0.0934393 0.204417 -0.604615 -0.077927 -0.158445 
0.721  0.0896619 -0.424725 -0.0164849 -1.96394 -0.106668 1.98625 -0.0279534  0.0892543 -0.425067 -0.01641 -1.9641 -0.106183 1.98631 -0.0278263  0.523481 0.439485 -0.0962453 0.210556 -0.622772 -0.0802671 -0.163203 
0.731  0.094973 -0.420266 -0.0174614 -1.9618 -0.112987 1.98544 -0.0296092  0.0945502 -0.420621 -0.0173836 -1.96197 -0.112484 1.9855 -0.0294774  0.538743 0.452298 -0.0990513 0.216694 -0.640928 -0.0826073 -0.167961 
0.741  0.100437 -0.415679 -0.0184659 -1.9596 -0.119487 1.9846 -0.0313126  0.0999987 -0.416047 -0.0183854 -1.95978 -0.118966 1.98467 -0.0311761  0.554005 0.465111 -0.101857 0.222833 -0.659085 -0.0849474 -0.172719 
0.751  0.106053 -0.410964 -0.0194985 -1.95734 -0.126169 1.98374 -0.0330636  0.1056 -0.411345 -0.0194152 -1.95753 -0.125629 1.98381 -0.0329223  0.569267 0.477924 -0.104663 0.228972 -0.677241 -0.0872876 -0.177477 
0.761  0.111822 -0.406121 -0.0205592 -1.95502 -0.133032 1.98285 -0.0348622  0.111353 -0.406514 -0.020473 -1.95521 -0.132474 1.98293 -0.0347161  0.584529 0.490737 -0.107469 0.23511 -0.695398 -0.0896277 -0.182235 
0.771  0.117744 -0.401149 -0.0216479 -1.95264 -0.140077 1.98195 -0.0367083  0.11726 -0.401555 -0.0215589 -1.95284 -0.139501 1.98202 -0.0365575  0.599791 0.50355 -0.110275 0.241249 -0.713555 -0.0919679 -0.186994 
0.781  0.123818 -0.39605 -0.0227647 -1.9502 -0.147303 1.98101 -0.0386021  0.123319 -0.396469 -0.0226729 -1.9504 -0.146709 1.98109 -0.0384464  0.615052 0.516363 -0.113081 0.247388 -0.731711 -0.094308 -0.191752 
0.791  0.130045 -0.390822 -0.0239095 -1.94769 -0.154711 1.98006 -0.0405434  0.12953 -0.391254 -0.023815 -1.9479 -0.154099 1.98014 -0.040383  0.630314 0.529176 -0.115887 0.253526 -0.749868 -0.0966482 -0.19651 
0.801  0.136424 -0.385466 -0.0250824 -1.94513 -0.1623 1.97908 -0.0425322  0.135895 -0.385911 -0.0249851 -1.94534 -0.16167 1.97916 -0.0423671  0.645576 0.541989 -0.118693 0.259665 -0.768025 -0.0989883 -0.201268 
0.811  0.142956 -0.379982 -0.0262834 -1.9425 -0.170071 1.97808 -0.0445687  0.142411 -0.38044 -0.0261832 -1.94272 -0.169423 1.97816 -0.0443988  0.660838 0.554801 -0.121499 0.265804 -0.786181 -0.101328 -0.206026 
0.821  0.149641 -0.37437 -0.0275124 -1.93981 -0.178024 1.97706 -0.0466528  0.149081 -0.37484 -0.0274094 -1.94004 -0.177357 1.97714 -0.0464781  0.6761 0.567614 -0.124305 0.271942 -0.804338 -0.103669 -0.210784 
0.831  0.156478 -0.36863 -0.0287695 -1.93706 -0.186158 1.97601 -0.0487844  0.155903 -0.369113 -0.0286637 -1.93729 -0.185473 1.97609 -0.048605  0.691362 0.580427 -0.127111 0.278081 -0.822494 -0.106009 -0.215542 
0.841  0.163468 -0.362762 -0.0300546 -1.93425 -0.194474 1.97493 -0.0509636  0.162877 -0.363257 -0.029946 -1.93449 -0.193771 1.97503 -0.0507794  0.706623 0.59324 -0.129917 0.28422 -0.840651 -0.108349 -0.2203 
0.851  0.170611 -0.356765 -0.0313678 -1.93138 -0.202971 1.97384 -0.0531904  0.170005 -0.357274 -0.0312564 -1.93162 -0.20225 1.97393 -0.0530015  0.721885 0.606053 -0.132723 0.290358 -0.858808 -0.110689 -0.225058 
0.861  0.177906 -0.35064 -0.0327091 -1.92844 -0.21165 1.97272 -0.0554648  0.177285 -0.351162 -0.0325949 -1.92869 -0.210911 1.97282 -0.0552711  0.737147 0.618866 -0.135529 0.296497 -0.876964 -0.113029 -0.229816 
0.871  0.185354 -0.344388 -0.0340784 -1.92545 -0.22051 1.97158 -0.0577867  0.184717 -0.344922 -0.0339614 -1.9257 -0.219753 1.97168 -0.0575883  0.752409 0.631679 -0.138335 0.302636 -0.895121 -0.115369 -0.234575 
0.881  0.192954 -0.338007 -0.0354758 -1.92239 -0.229552 1.97041 -0.0601563  0.192302 -0.338554 -0.035356 -1.92265 -0.228777 1.97051 -0.0599531  0.767671 0.644492 -0.141141 0.308774 -0.913277 -0.11771 -0.239333 
0.891  0.200707 -0.331498 -0.0369012 -1.91927 -0.238776 1.96922 -0.0625734  0.20004 -0.332058 -0.0367786 -1.91954 -0.237982 1.96933 -0.0623654  0.782933 0.657305 -0.143947 0.314913 -0.931434 -0.12005 -0.244091 
0.901  0.208613 -0.324861 -0.0383547 -1.91609 -0.248181 1.96801 -0.0650381  0.20793 -0.325434 -0.0382293 -1.91637 -0.247369 1.96812 -0.0648254  0.798195 0.670118 -0.146753 0.321052 -0.949591 -0.12239 -0.248849 
0.911  0.216671 -0.318096 -0.0398363 -1.91285 -0.257768 1.96678 -0.0675504  0.215973 -0.318681 -0.0397081 -1.91313 -0.256938 1.96688 -0.0673329  0.813456 0.682931 -0.149559 0.32719 -0.967747 -0.12473 -0.253607 
0.921  0.224882 -0.311202 -0.0413459 -1.90955 -0.267536 1.96552 -0.0701102  0.224169 -0.311801 -0.0412149 -1.90983 -0.266688 1.96563 -0.069888  0.828718 0.695744 -0.152365 0.333329 -0.985904 -0.12707 -0.258365 
0.931  0.233245 -0.304181 -0.0428836 -1.90618 -0.277486 1.96424 -0.0727177  0.232517 -0.304792 -0.0427497 -1.90648 -0.27662 1.96435 -0.0724907  0.84398 0.708557 -0.155171 0.339468 -1.00406 -0.12941 -0.263123 
0.941  0.241761 -0.297031 -0.0444493 -1.90276 -0.287617 1.96293 -0.0753727  0.241018 -0.297655 -0.0443127 -1.90306 -0.286733 1.96304 -0.0751409  0.859242 0.72137 -0.157977 0.345606 -1.02222 -0.13175 -0.267881 
0.951  0.25043 -0.289753 -0.0460431 -1.89927 -0.29793 1.9616 -0.0780753  0.249672 -0.29039 -0.0459037 -1.89958 -0.297028 1.96172 -0.0778388  0.874504 0.734183 -0.160783 0.351745 -1.04037 -0.134091 -0.272639 
0.961  0.259252 -0.282347 -0.047665 -1.89572 -0.308425 1.96025 -0.0808255  0.258478 -0.282997 -0.0475227 -1.89603 -0.307504 1.96037 -0.0805842  0.889766 0.746996 -0.163589 0.357883 -1.05853 -0.136431 -0.277398 
0.971  0.268225 -0.274813 -0.0493149 -1.89211 -0.319101 1.95887 -0.0836232  0.267436 -0.275476 -0.0491698 -1.89243 -0.318162 1.95899 -0.0833772  0.905027 0.759809 -0.166395 0.364022 -1.07669 -0.138771 -0.282156 
0.981  0.277352 -0.267151 -0.0509929 -1.88844 -0.329958 1.95747 -0.0864686  0.276548 -0.267826 -0.050845 -1.88877 -0.329001 1.9576 -0.0862178  0.920289 0.772622 -0.169201 0.370161 -1.09484 -0.141111 -0.286914 
0.991  0.286631 -0.259361 -0.0526989 -1.88471 -0.340998 1.95605 -0.0893615  0.285812 -0.260049 -0.0525482 -1.88504 -0.340022 1.95618 -0.089106  0.935551 0.785435 -0.172007 0.376299 -1.113 -0.143451 -0.291672 
1.001  0.296063 -0.251442 -0.054433 -1.88092 -0.352218 1.9546 -0.092302  0.295228 -0.252143 -0.0542795 -1.88125 -0.351225 1.95473 -0.0920417  0.950813 0.798248 -0.174813 0.382438 -1.13116 -0.145791 -0.29643 
1.011  0.305648 -0.243396 -0.0561952 -1.87706 -0.363621 1.95313 -0.0952901  0.304797 -0.24411 -0.0560389 -1.8774 -0.362609 1.95326 -0.0950251  0.966075 0.811061 -0.177619 0.388577 -1.14931 -0.148131 -0.301188 
1.021  0.315385 -0.235221 -0.0579854 -1.87315 -0.375205 1.95164 -0.0983258  0.314519 -0.235948 -0.0578263 -1.87349 -0.374175 1.95177 -0.098056  0.981337 0.823874 -0.180425 0.394715 -1.16747 -0.150472 -0.305946 
1.031  0.325274 -0.226918 -0.0598037 -1.86917 -0.38697 1.95012 -0.101409  0.324394 -0.227658 -0.0596418 -1.86952 -0.385922 1.95026 -0.101134  0.996599 0.836687 -0.183231 0.400854 -1.18563 -0.152812 -0.310704 
1.041  0.335317 -0.218487 -0.06165 -1.86513 -0.398917 1.94858 -0.10454  0.334421 -0.21924 -0.0614853 -1.86549 -0.397851 1.94872 -0.104261  1.01186 0.8495 -0.186037 0.406993 -1.20378 -0.155152 -0.315462 
1.051  0.345511 -0.209928 -0.0635244 -1.86103 -0.411046 1.94702 -0.107718  0.3446 -0.210693 -0.0633569 -1.86139 -0.409962 1.94716 -0.107434  1.02712 0.862313 -0.188843 0.413131 -1.22194 -0.157492 -0.32022 
1.061  0.355859 -0.201241 -0.0654269 -1.85687 -0.423356 1.94543 -0.110944  0.354933 -0.202019 -0.0652565 -1.85724 -0.422254 1.94558 -0.110655  1.04238 0.875126 -0.191649 0.41927 -1.2401 -0.159832 -0.324979 
1.071  0.366359 -0.192426 -0.0673574 -1.85264 -0.435848 1.94382 -0.114218  0.365417 -0.193217 -0.0671843 -1.85302 -0.434727 1.94397 -0.113924  1.05765 0.887939 -0.194455 0.425409 -1.25825 -0.162172 -0.329737 
1.081  0.377012 -0.183482 -0.069316 -1.84836 -0.448521 1.94219 -0.117539  0.376055 -0.184286 -0.06914 -1.84874 -0.447382 1.94234 -0.117241  1.07291 0.900752 -0.197261 0.431547 -1.27641 -0.164513 -0.334495 
1.091  0.387817 -0.174411 -0.0713026 -1.84401 -0.461376 1.94053 -0.120908  0.386845 -0.175227 -0.0711239 -1.8444 -0.460219 1.94068 -0.120605  1.08817 0.913565 -0.200067 0.437686 -1.29457 -0.166853 -0.339253 
1.101  0.398775 -0.165211 -0.0733173 -1.8396 -0.474412 1.93885 -0.124324  0.397788 -0.16604 -0.0731358 -1.84 -0.473237 1.93901 -0.124016  1.10343 0.926378 -0.202873 0.443825 -1.31272 -0.169193 -0.344011 
1.111  0.409886 -0.155883 -0.0753601 -1.83513 -0.48763 1.93715 -0.127788  0.408883 -0.156725 -0.0751757 -1.83554 -0.486437 1.9373 -0.127475  1.11869 0.939191 -0.205679 0.449963 -1.33088 -0.171533 -0.348769 
1.121  0.421149 -0.146427 -0.0774309 -1.8306 -0.50103 1.93542 -0.131299  0.420131 -0.147282 -0.0772437 -1.83101 -0.499819 1.93558 -0.130982  1.13396 0.952003 -0.208485 0.456102 -1.34904 -0.173873 -0.353527 
1.131  0.432565 -0.136843 -0.0795298 -1.82601 -0.514611 1.93367 -0.134859  0.431532 -0.137711 -0.0793398 -1.82643 -0.513382 1.93383 -0.134536  1.14922 0.964816 -0.211291 0.462241 -1.36719 -0.176213 -0.358285 
1.141  0.444134 -0.127131 -0.0816567 -1.82136 -0.528374 1.9319 -0.138465  0.443085 -0.128011 -0.0814639 -1.82178 -0.527126 1.93206 -0.138138  1.16448 0.977629 -0.214097 0.468379 -1.38535 -0.178553 -0.363043 
1.151  0.455855 -0.117291 -0.0838117 -1.81665 -0.542318 1.9301 -0.142119  0.454791 -0.118184 -0.0836161 -1.81707 -0.541052 1.93027 -0.141788  1.17974 0.990442 -0.216903 0.474518 -1.40351 -0.180894 -0.367801 
1.161  0.467728 -0.107322 -0.0859948 -1.81187 -0.556444 1.92828 -0.145821  0.466649 -0.108228 -0.0857964 -1.8123 -0.55516 1.92845 -0.145485  1.195 1.00326 -0.219709 0.480657 -1.42166 -0.183234 -0.37256 
1.171  0.479755 -0.0972256 -0.0882059 -1.80703 -0.570751 1.92644 -0.149571  0.47866 -0.0981443 -0.0880047 -1.80747 -0.569449 1.92661 -0.149229  1.21026 1.01607 -0.222515 0.486795 -1.43982 -0.185574 -0.377318 
1.181  0.491934 -0.0870008 -0.0904451 -1.80213 -0.58524 1.92457 -0.153368  0.490824 -0.0879324 -0.090241 -1.80258 -0.58392 1.92474 -0.153022  1.22553 1.02888 -0.225321 0.492934 -1.45798 -0.187914 -0.382076 
1.191  0.504265 -0.0766479 -0.0927123 -1.79717 -0.599911 1.92268 -0.157212  0.50314 -0.0775923 -0.0925055 -1.79763 -0.598573 1.92285 -0.156861  1.24079 1.04169 -0.228127 0.499073 -1.47613 -0.190254 -0.386834 
1.201  0.516749 -0.0661669 -0.0950076 -1.79215 -0.614763 1.92077 -0.161104  0.515609 -0.0671241 -0.094798 -1.79261 -0.613406 1.92094 -0.160749  1.25605 1.05451 -0.230933 0.505211 -1.49429 -0.192594 -0.391592 
1.211  0.529386 -0.0555578 -0.0973309 -1.78707 -0.629797 1.91883 -0.165044  0.528231 -0.0565278 -0.0971185 -1.78753 -0.628422 1.919 -0.164684  1.27131 1.06732 -0.233739 0.51135 -1.51245 -0.194934 -0.39635 
1.221  0.542176 -0.0448205 -0.0996824 -1.78192 -0.645012 1.91687 -0.169031  0.541005 -0.0458034 -0.0994671 -1.7824 -0.643619 1.91705 -0.168666  1.28657 1.08013 -0.236545 0.517488 -1.5306 -0.197275 -0.401108 
1.231  0.555118 -0.0339551 -0.102062 -1.77672 -0.660409 1.91488 -0.173066  0.553932 -0.0349508 -0.101844 -1.7772 -0.658998 1.91506 -0.172696  1.30184 1.09295 -0.239351 0.523627 -1.54876 -0.199615 -0.405866 
1.241  0.568212 -0.0229616 -0.104469 -1.77145 -0.675987 1.91287 -0.177149  0.567011 -0.0239701 -0.104249 -1.77194 -0.674558 1.91306 -0.176774  1.3171 1.10576 -0.242157 0.529766 -1.56692 -0.201955 -0.410624 
1.251  0.58146 -0.01184 -0.106905 -1.76612 -0.691747 1.91084 -0.181279  0.580243 -0.0128612 -0.106681 -1.76661 -0.6903 1.91103 -0.180899  1.33236 1.11857 -0.244962 0.535904 -1.58507 -0.204295 -0.415383 
1.261  0.59486 -0.000590173 -0.109369 -1.76073 -0.707688 1.90879 -0.185456  0.593628 -0.00162425 -0.109142 -1.76123 -0.706223 1.90898 -0.185072  1.34762 1.13139 -0.247768 0.542043 -1.60323 -0.206635 -0.420141 
1.271  0.608412 0.0107877 -0.11186 -1.75528 -0.723811 1.90671 -0.189681  0.607165 0.00974085 -0.111631 -1.75578 -0.722328 1.9069 -0.189293  1.36288 1.1442 -0.250574 0.548182 -1.62139 -0.208975 -0.424899 
1.281  0.622117 0.0222938 -0.11438 -1.74977 -0.740116 1.90461 -0.193954  0.620855 0.0212341 -0.114148 -1.75028 -0.738614 1.9048 -0.193561  1.37814 1.15701 -0.25338 0.55432 -1.63954 -0.211316 -0.429657 
1.291  0.635975 0.033928 -0.116928 -1.7442 -0.756602 1.90248 -0.198275  0.634697 0.0328554 -0.116693 -1.74471 -0.755083 1.90268 -0.197876  1.39341 1.16982 -0.256186 0.560459 -1.6577 -0.213656 -0.434415 
1.301  0.649985 0.0456903 -0.119504 -1.73856 -0.77327 1.90034 -0.202642  0.648693 0.0446049 -0.119266 -1.73908 -0.771732 1.90053 -0.202239  1.40867 1.18264 -0.258992 0.566598 -1.67585 -0.215996 -0.439173 
1.311  0.664148 0.0575807 -0.122108 -1.73286 -0.790119 1.89816 -0.207058  0.66284 0.0564826 -0.121867 -1.73339 -0.788563 1.89836 -0.20665  1.42393 1.19545 -0.261798 0.572736 -1.69401 -0.218336 -0.443931 
1.321  0.678464 0.0695993 -0.12474 -1.72711 -0.80715 1.89597 -0.211521  0.677141 0.0684883 -0.124497 -1.72764 -0.805576 1.89617 -0.211109  1.43919 1.20826 -0.264604 0.578875 -1.71217 -0.220676 -0.448689 
1.331  0.692932 0.081746 -0.1274 -1.72129 -0.824363 1.89375 -0.216032  0.691594 0.0806222 -0.127154 -1.72183 -0.82277 1.89396 -0.215614  1.45445 1.22108 -0.26741 0.585014 -1.73032 -0.223016 -0.453447 
1.341  0.707553 0.0940208 -0.130088 -1.71541 -0.841757 1.89151 -0.22059  0.706199 0.0928842 -0.129839 -1.71595 -0.840146 1.89172 -0.220168  1.46972 1.23389 -0.270216 0.591152 -1.74848 -0.225356 -0.458205 
1.351  0.722326 0.106424 -0.132804 -1.70946 -0.859332 1.88924 -0.225196  0.720957 0.105274 -0.132552 -1.71001 -0.857704 1.88945 -0.224769  1.48498 1.2467 -0.273022 0.597291 -1.76664 -0.227697 -0.462964 
1.361  0.737253 0.118955 -0.135548 -1.70346 -0.87709 1.88695 -0.229849  0.735868 0.117793 -0.135294 -1.70402 -0.875443 1.88717 -0.229418  1.50024 1.25951 -0.275828 0.60343 -1.78479 -0.230037 -0.467722 
1.371  0.752331 0.131614 -0.138321 -1.6974 -0.895028 1.88464 -0.23455  0.750932 0.130439 -0.138063 -1.69796 -0.893363 1.88486 -0.234114  1.5155 1.27233 -0.278634 0.609568 -1.80295 -0.232377 -0.47248 
1.381  0.767561 0.1444 -0.141121 -1.69127 -0.913147 1.88231 -0.239298  0.766142 0.143208 -0.14086 -1.69184 -0.911458 1.88252 -0.238856  1.52873 1.28343 -0.281066 0.614889 -1.81869 -0.234405 -0.476604 
1.391  0.782796 0.15719 -0.143922 -1.68514 -0.931271 1.87997 -0.244048  0.781297 0.155932 -0.143646 -1.68574 -0.929488 1.8802 -0.243581  1.51535 1.2722 -0.278607 0.609509 -1.80278 -0.232355 -0.472434 
1.401  0.797852 0.16983 -0.14669 -1.67909 -0.949183 1.87766 -0.248742  0.796301 0.168528 -0.146405 -1.67971 -0.947338 1.8779 -0.248258  1.49597 1.25593 -0.275043 0.601713 -1.77972 -0.229383 -0.466391 
1.411  0.812721 0.182314 -0.149424 -1.67311 -0.966872 1.87538 -0.253378  0.811153 0.180997 -0.149135 -1.67374 -0.965007 1.87562 -0.252889  1.47816 1.24097 -0.271767 0.594546 -1.75852 -0.226651 -0.460837 
1.421  0.82742 0.194654 -0.152126 -1.66719 -0.984359 1.87313 -0.25796  0.825853 0.193338 -0.151838 -1.66782 -0.982495 1.87337 -0.257472  1.46175 1.2272 -0.268749 0.587945 -1.739 -0.224135 -0.45572 
1.431  0.841958 0.20686 -0.154799 -1.66135 -1.00165 1.8709 -0.262493  0.840401 0.205552 -0.154513 -1.66197 -0.999802 1.87114 -0.262007  1.44604 1.21401 -0.265862 0.581629 -1.72032 -0.221728 -0.450825 
1.441  0.856341 0.218935 -0.157444 -1.65556 -1.01877 1.86869 -0.266977  0.854797 0.217638 -0.15716 -1.65618 -1.01693 1.86893 -0.266496  1.43065 1.20109 -0.263031 0.575437 -1.702 -0.219368 -0.446025 
1.451  0.870572 0.230882 -0.16006 -1.64984 -1.0357 1.86651 -0.271413  0.869041 0.229597 -0.159779 -1.65045 -1.03388 1.86675 -0.270936  1.41538 1.18827 -0.260224 0.569296 -1.68384 -0.217027 -0.441265 
