1.461  0.884649 0.242701 -0.162648 -1.64417 -1.05244 1.86435 -0.275802  0.883134 0.241428 -0.16237 -1.64478 -1.05064 1.86459 -0.27533  1.40016 1.17549 -0.257425 0.563175 -1.66573 -0.214694 -0.436521 
1.471  0.898575 0.254392 -0.165208 -1.63857 -1.06901 1.86222 -0.280144  0.897075 0.253132 -0.164933 -1.63918 -1.06723 1.86245 -0.279676  1.38496 1.16274 -0.254631 0.557061 -1.64765 -0.212364 -0.431782 
1.481  0.912349 0.265955 -0.167741 -1.63303 -1.0854 1.86011 -0.284438  0.910863 0.264708 -0.167468 -1.63363 -1.08363 1.86033 -0.283975  1.36977 1.14998 -0.251837 0.550951 -1.62958 -0.210035 -0.427046 
1.491  0.92597 0.277391 -0.170245 -1.62755 -1.1016 1.85802 -0.288685  0.9245 0.276157 -0.169975 -1.62815 -1.09985 1.85824 -0.288227  1.35459 1.13723 -0.249044 0.544842 -1.61151 -0.207706 -0.422311 
1.501  0.93944 0.2887 -0.172722 -1.62214 -1.11763 1.85595 -0.292884  0.937986 0.287479 -0.172454 -1.62272 -1.1159 1.85618 -0.292431  1.3394 1.12448 -0.246252 0.538733 -1.59345 -0.205378 -0.417577 
1.511  0.952758 0.299881 -0.17517 -1.61678 -1.13347 1.85391 -0.297036  0.951319 0.298672 -0.174906 -1.61736 -1.13176 1.85413 -0.296588  1.32421 1.11173 -0.243459 0.532625 -1.57538 -0.20305 -0.412842 
1.521  0.965925 0.310935 -0.177591 -1.61148 -1.14913 1.85189 -0.301141  0.9645 0.309739 -0.177329 -1.61206 -1.14744 1.85211 -0.300697  1.30903 1.09898 -0.240667 0.526517 -1.55731 -0.200721 -0.408108 
1.531  0.978939 0.321861 -0.179984 -1.60625 -1.16462 1.8499 -0.305198  0.97753 0.320678 -0.179724 -1.60682 -1.16294 1.85011 -0.304759  1.29384 1.08623 -0.237875 0.520408 -1.53925 -0.198393 -0.403373 
1.541  0.991801 0.332659 -0.182348 -1.60108 -1.17992 1.84792 -0.309209  0.990407 0.331489 -0.182092 -1.60164 -1.17826 1.84814 -0.308774  1.27866 1.07348 -0.235082 0.5143 -1.52118 -0.196065 -0.398639 
1.551  1.00451 0.34333 -0.184685 -1.59596 -1.19504 1.84597 -0.313171  1.00313 0.342173 -0.184432 -1.59652 -1.1934 1.84619 -0.312741  1.26347 1.06073 -0.23229 0.508192 -1.50311 -0.193737 -0.393904 
1.561  1.01707 0.353874 -0.186994 -1.59091 -1.20998 1.84405 -0.317087  1.01571 0.352729 -0.186743 -1.59146 -1.20836 1.84426 -0.316662  1.24828 1.04798 -0.229497 0.502083 -1.48505 -0.191409 -0.38917 
1.571  1.02948 0.36429 -0.189275 -1.58592 -1.22474 1.84215 -0.320955  1.02813 0.363158 -0.189027 -1.58646 -1.22314 1.84235 -0.320534  1.2331 1.03524 -0.226705 0.495975 -1.46698 -0.18908 -0.384435 
1.581  1.04173 0.374579 -0.191528 -1.58099 -1.23932 1.84027 -0.324775  1.0404 0.373459 -0.191283 -1.58153 -1.23774 1.84047 -0.32436  1.21791 1.02249 -0.223913 0.489867 -1.44892 -0.186752 -0.379701 
1.591  1.05384 0.38474 -0.193753 -1.57612 -1.25372 1.83841 -0.328549  1.05252 0.383633 -0.193511 -1.57665 -1.25215 1.83861 -0.328138  1.20273 1.00974 -0.22112 0.483758 -1.43085 -0.184424 -0.374966 
1.601  1.06579 0.394773 -0.195951 -1.57132 -1.26794 1.83658 -0.332275  1.06448 0.393679 -0.195711 -1.57184 -1.26639 1.83678 -0.331868  1.18754 0.996988 -0.218328 0.47765 -1.41278 -0.182096 -0.370232 
1.611  1.07759 0.404679 -0.19812 -1.56657 -1.28198 1.83477 -0.335953  1.0763 0.403598 -0.197883 -1.56709 -1.28044 1.83497 -0.335552  1.17236 0.984239 -0.215535 0.471542 -1.39472 -0.179767 -0.365497 
1.621  1.08923 0.414458 -0.200261 -1.56189 -1.29583 1.83298 -0.339585  1.08796 0.41339 -0.200027 -1.5624 -1.29432 1.83318 -0.339188  1.15717 0.971489 -0.212743 0.465433 -1.37665 -0.177439 -0.360763 
1.631  1.10073 0.424109 -0.202375 -1.55726 -1.30951 1.83122 -0.343169  1.09947 0.423054 -0.202144 -1.55777 -1.30801 1.83141 -0.342777  1.14198 0.95874 -0.209951 0.459325 -1.35858 -0.175111 -0.356028 
1.641  1.11207 0.433633 -0.20446 -1.5527 -1.323 1.82948 -0.346705  1.11083 0.43259 -0.204232 -1.5532 -1.32153 1.82967 -0.346318  1.1268 0.945991 -0.207158 0.453217 -1.34052 -0.172783 -0.351294 
1.651  1.12327 0.443029 -0.206518 -1.5482 -1.33632 1.82776 -0.350194  1.12204 0.441999 -0.206292 -1.54869 -1.33486 1.82795 -0.349812  1.11161 0.933241 -0.204366 0.447108 -1.32245 -0.170455 -0.346559 
1.661  1.13431 0.452298 -0.208548 -1.54376 -1.34945 1.82607 -0.353636  1.13309 0.45128 -0.208325 -1.54425 -1.34801 1.82626 -0.353259  1.09643 0.920492 -0.201573 0.441 -1.30438 -0.168126 -0.341825 
1.671  1.14519 0.461439 -0.210549 -1.53938 -1.36241 1.8244 -0.357031  1.144 0.460434 -0.210329 -1.53986 -1.36098 1.82459 -0.356658  1.08124 0.907743 -0.198781 0.434892 -1.28632 -0.165798 -0.33709 
1.681  1.15593 0.470453 -0.212523 -1.53506 -1.37518 1.82276 -0.360378  1.15475 0.469461 -0.212306 -1.53554 -1.37377 1.82294 -0.36001  1.06606 0.894994 -0.195988 0.428784 -1.26825 -0.16347 -0.332356 
1.691  1.16652 0.479339 -0.214469 -1.5308 -1.38777 1.82113 -0.363678  1.16535 0.47836 -0.214255 -1.53127 -1.38638 1.82131 -0.363314  1.05087 0.882244 -0.193196 0.422675 -1.25019 -0.161142 -0.327622 
1.701  1.17695 0.488097 -0.216387 -1.52661 -1.40018 1.81953 -0.366931  1.1758 0.487131 -0.216176 -1.52707 -1.39881 1.81971 -0.366572  1.03568 0.869495 -0.190404 0.416567 -1.23212 -0.158813 -0.322887 
1.711  1.18723 0.496729 -0.218277 -1.52247 -1.41241 1.81796 -0.370136  1.18609 0.495775 -0.218068 -1.52293 -1.41106 1.81813 -0.369782  1.0205 0.856746 -0.187611 0.410459 -1.21405 -0.156485 -0.318153 
1.721  1.19736 0.505232 -0.220139 -1.5184 -1.42446 1.8164 -0.373294  1.19624 0.504292 -0.219933 -1.51885 -1.42313 1.81658 -0.372944  1.00531 0.843997 -0.184819 0.40435 -1.19599 -0.154157 -0.313418 
1.731  1.20734 0.513609 -0.221974 -1.51438 -1.43633 1.81487 -0.376404  1.20623 0.512681 -0.22177 -1.51483 -1.43502 1.81504 -0.37606  0.990127 0.831247 -0.182026 0.398242 -1.17792 -0.151829 -0.308684 
1.741  1.21716 0.521857 -0.22378 -1.51043 -1.44802 1.81337 -0.379467  1.21607 0.520942 -0.223579 -1.51087 -1.44673 1.81353 -0.379127  0.974941 0.818498 -0.179234 0.392134 -1.15985 -0.149501 -0.303949 
1.751  1.22683 0.529979 -0.225558 -1.50654 -1.45953 1.81188 -0.382483  1.22576 0.529076 -0.225361 -1.50697 -1.45825 1.81205 -0.382148  0.959755 0.805749 -0.176442 0.386025 -1.14179 -0.147172 -0.299215 
1.761  1.23636 0.537972 -0.227309 -1.50271 -1.47086 1.81042 -0.385452  1.2353 0.537082 -0.227114 -1.50314 -1.4696 1.81059 -0.385121  0.944569 0.792999 -0.173649 0.379917 -1.12372 -0.144844 -0.29448 
1.771  1.24573 0.545839 -0.229031 -1.49894 -1.48201 1.80899 -0.388373  1.24468 0.544961 -0.228839 -1.49936 -1.48076 1.80915 -0.388047  0.929383 0.78025 -0.170857 0.373809 -1.10566 -0.142516 -0.289746 
1.781  1.25494 0.553577 -0.230726 -1.49524 -1.49297 1.80757 -0.391247  1.25391 0.552713 -0.230537 -1.49565 -1.49175 1.80773 -0.390926  0.914198 0.767501 -0.168064 0.3677 -1.08759 -0.140188 -0.285011 
1.791  1.26401 0.561189 -0.232393 -1.49159 -1.50376 1.80618 -0.394073  1.263 0.560337 -0.232206 -1.492 -1.50255 1.80634 -0.393757  0.899012 0.754752 -0.165272 0.361592 -1.06952 -0.137859 -0.280277 
1.801  1.27292 0.568672 -0.234031 -1.488 -1.51436 1.80482 -0.396852  1.27192 0.567833 -0.233848 -1.48841 -1.51317 1.80497 -0.396541  0.883826 0.742002 -0.16248 0.355484 -1.05146 -0.135531 -0.275542 
1.811  1.28169 0.576029 -0.235642 -1.48448 -1.52479 1.80347 -0.399584  1.2807 0.575203 -0.235461 -1.48488 -1.52362 1.80362 -0.399277  0.86864 0.729253 -0.159687 0.349375 -1.03339 -0.133203 -0.270808 
1.821  1.2903 0.583257 -0.237225 -1.48102 -1.53503 1.80215 -0.402268  1.28933 0.582444 -0.237047 -1.48141 -1.53388 1.8023 -0.401966  0.853455 0.716504 -0.156895 0.343267 -1.01532 -0.130875 -0.266073 
1.831  1.29876 0.590359 -0.23878 -1.47761 -1.54509 1.80085 -0.404905  1.2978 0.589558 -0.238605 -1.478 -1.54396 1.801 -0.404608  0.838269 0.703754 -0.154102 0.337159 -0.997258 -0.128547 -0.261339 
1.841  1.30706 0.597332 -0.240307 -1.47427 -1.55498 1.79958 -0.407495  1.30612 0.596545 -0.240135 -1.47465 -1.55386 1.79972 -0.407202  0.823083 0.691005 -0.15131 0.331051 -0.979191 -0.126218 -0.256604 
1.851  1.31522 0.604179 -0.241806 -1.47099 -1.56468 1.79833 -0.410037  1.31429 0.603404 -0.241637 -1.47136 -1.56358 1.79847 -0.40975  0.807897 0.678256 -0.148518 0.324942 -0.961125 -0.12389 -0.25187 
1.861  1.32322 0.610898 -0.243277 -1.46777 -1.5742 1.7971 -0.412532  1.32231 0.610135 -0.243111 -1.46814 -1.57312 1.79724 -0.412249  0.792711 0.665507 -0.145725 0.318834 -0.943059 -0.121562 -0.247136 
1.871  1.33107 0.617489 -0.244721 -1.46462 -1.58354 1.7959 -0.41498  1.33018 0.616739 -0.244557 -1.46498 -1.58248 1.79604 -0.414702  0.777526 0.652757 -0.142933 0.312726 -0.924992 -0.119234 -0.242401 
1.881  1.33877 0.623953 -0.246136 -1.46152 -1.5927 1.79472 -0.41738  1.33789 0.623216 -0.245975 -1.46187 -1.59165 1.79485 -0.417107  0.76234 0.640008 -0.14014 0.306617 -0.906926 -0.116905 -0.237667 
1.891  1.34632 0.630289 -0.247524 -1.45848 -1.60168 1.79356 -0.419733  1.34546 0.629565 -0.247365 -1.45883 -1.60065 1.79369 -0.419465  0.747154 0.627259 -0.137348 0.300509 -0.88886 -0.114577 -0.232932 
1.901  1.35371 0.636498 -0.248883 -1.45551 -1.61047 1.79243 -0.422039  1.35287 0.635787 -0.248727 -1.45585 -1.60947 1.79256 -0.421775  0.731968 0.61451 -0.134555 0.294401 -0.870794 -0.112249 -0.228198 
1.911  1.36096 0.642579 -0.250215 -1.4526 -1.61909 1.79132 -0.424297  1.36013 0.641881 -0.250062 -1.45293 -1.6181 1.79144 -0.424038  0.716783 0.60176 -0.131763 0.288292 -0.852727 -0.109921 -0.223463 
1.921  1.36805 0.648533 -0.251518 -1.44974 -1.62753 1.79023 -0.426508  1.36723 0.647847 -0.251368 -1.45007 -1.62656 1.79035 -0.426254  0.701597 0.589011 -0.128971 0.282184 -0.834661 -0.107593 -0.218729 
1.931  1.37499 0.654359 -0.252794 -1.44695 -1.63579 1.78916 -0.428672  1.37419 0.653686 -0.252647 -1.44728 -1.63483 1.78929 -0.428422  0.686411 0.576262 -0.126178 0.276076 -0.816595 -0.105264 -0.213994 
1.941  1.38178 0.660058 -0.254042 -1.44422 -1.64386 1.78812 -0.430788  1.38099 0.659398 -0.253897 -1.44454 -1.64293 1.78824 -0.430543  0.671225 0.563512 -0.123386 0.269967 -0.798528 -0.102936 -0.20926 
1.951  1.38841 0.66563 -0.255262 -1.44155 -1.65176 1.78711 -0.432857  1.38764 0.664982 -0.25512 -1.44186 -1.65084 1.78722 -0.432617  0.656039 0.550763 -0.120593 0.263859 -0.780462 -0.100608 -0.204525 
1.961  1.3949 0.671074 -0.256454 -1.43895 -1.65947 1.78611 -0.434879  1.39414 0.670439 -0.256315 -1.43925 -1.65857 1.78623 -0.434643  0.640854 0.538014 -0.117801 0.257751 -0.762396 -0.0982796 -0.199791 
1.971  1.40123 0.67639 -0.257618 -1.4364 -1.667 1.78514 -0.436853  1.40049 0.675768 -0.257482 -1.4367 -1.66612 1.78525 -0.436622  0.625668 0.525265 -0.115009 0.251643 -0.74433 -0.0959514 -0.195056 
1.981  1.40741 0.681579 -0.258754 -1.43391 -1.67436 1.78419 -0.43878  1.40669 0.68097 -0.258621 -1.4342 -1.67349 1.7843 -0.438554  0.610482 0.512515 -0.112216 0.245534 -0.726263 -0.0936232 -0.190322 
1.991  1.41344 0.68664 -0.259862 -1.43149 -1.68153 1.78327 -0.440659  1.41273 0.686044 -0.259732 -1.43177 -1.68068 1.78338 -0.440438  0.595296 0.499766 -0.109424 0.239426 -0.708197 -0.091295 -0.185587 
2.001  1.41932 0.691574 -0.260942 -1.42912 -1.68852 1.78237 -0.442492  1.41862 0.69099 -0.260815 -1.4294 -1.68769 1.78247 -0.442275  0.580111 0.487017 -0.106631 0.233318 -0.690131 -0.0889667 -0.180853 
2.011  1.42504 0.696381 -0.261995 -1.42682 -1.69533 1.78149 -0.444276  1.42436 0.69581 -0.26187 -1.42709 -1.69452 1.78159 -0.444064  0.564925 0.474267 -0.103839 0.227209 -0.672064 -0.0866385 -0.176118 
2.021  1.43062 0.70106 -0.263019 -1.42458 -1.70196 1.78063 -0.446014  1.42995 0.700501 -0.262897 -1.42485 -1.70117 1.78074 -0.445807  0.549739 0.461518 -0.101047 0.221101 -0.653998 -0.0843103 -0.171384 
2.031  1.43604 0.705611 -0.264016 -1.4224 -1.70841 1.7798 -0.447704  1.43539 0.705065 -0.263896 -1.42266 -1.70764 1.7799 -0.447502  0.534553 0.448769 -0.0982541 0.214993 -0.635932 -0.0819821 -0.16665 
2.041  1.44131 0.710035 -0.264984 -1.42028 -1.71468 1.77899 -0.449347  1.44067 0.709502 -0.264868 -1.42054 -1.71393 1.77909 -0.449149  0.519367 0.43602 -0.0954617 0.208884 -0.617865 -0.0796539 -0.161915 
2.051  1.44643 0.714331 -0.265925 -1.41822 -1.72077 1.77821 -0.450942  1.44581 0.713811 -0.265811 -1.41847 -1.72003 1.7783 -0.450749  0.504182 0.42327 -0.0926693 0.202776 -0.599799 -0.0773256 -0.157181 
2.061  1.45139 0.7185 -0.266838 -1.41622 -1.72668 1.77745 -0.452491  1.45079 0.717993 -0.266727 -1.41647 -1.72596 1.77754 -0.452302  0.488996 0.410521 -0.0898769 0.196668 -0.581733 -0.0749974 -0.152446 
2.071  1.4562 0.722542 -0.267722 -1.41429 -1.7324 1.77671 -0.453991  1.45562 0.722047 -0.267614 -1.41453 -1.7317 1.7768 -0.453808  0.47381 0.397772 -0.0870845 0.190559 -0.563667 -0.0726692 -0.147712 
2.081  1.46087 0.726456 -0.268579 -1.41241 -1.73795 1.77599 -0.455445  1.46029 0.725974 -0.268474 -1.41264 -1.73727 1.77608 -0.455266  0.458624 0.385023 -0.0842921 0.184451 -0.5456 -0.070341 -0.142977 
2.091  1.46538 0.730242 -0.269408 -1.4106 -1.74332 1.7753 -0.456851  1.46482 0.729773 -0.269306 -1.41082 -1.74265 1.77539 -0.456677  0.443439 0.372273 -0.0814997 0.178343 -0.527534 -0.0680127 -0.138243 
2.101  1.46974 0.733901 -0.270209 -1.40885 -1.7485 1.77463 -0.45821  1.46919 0.733445 -0.270109 -1.40906 -1.74785 1.77472 -0.45804  0.428253 0.359524 -0.0787073 0.172234 -0.509468 -0.0656845 -0.133508 
2.111  1.47394 0.737433 -0.270982 -1.40715 -1.75351 1.77399 -0.459521  1.47341 0.736989 -0.270885 -1.40737 -1.75288 1.77407 -0.459356  0.413067 0.346775 -0.0759149 0.166126 -0.491401 -0.0633563 -0.128774 
2.121  1.478 0.740837 -0.271728 -1.40552 -1.75833 1.77337 -0.460785  1.47748 0.740406 -0.271633 -1.40573 -1.75772 1.77345 -0.460625  0.397881 0.334025 -0.0731225 0.160018 -0.473335 -0.0610281 -0.124039 
2.131  1.4819 0.744113 -0.272445 -1.40395 -1.76297 1.77277 -0.462002  1.4814 0.743695 -0.272353 -1.40415 -1.76238 1.77284 -0.461847  0.382695 0.321276 -0.07033 0.15391 -0.455269 -0.0586999 -0.119305 
2.141  1.48565 0.747262 -0.273134 -1.40245 -1.76743 1.77219 -0.463171  1.48517 0.746857 -0.273046 -1.40264 -1.76686 1.77227 -0.463021  0.36751 0.308527 -0.0675376 0.147801 -0.437202 -0.0563716 -0.11457 
2.151  1.48925 0.750284 -0.273796 -1.401 -1.77172 1.77164 -0.464293  1.48878 0.749891 -0.27371 -1.40119 -1.77116 1.77171 -0.464147  0.352324 0.295778 -0.0647452 0.141693 -0.419136 -0.0540434 -0.109836 
2.161  1.4927 0.753178 -0.274429 -1.39961 -1.77582 1.77111 -0.465368  1.49225 0.752798 -0.274346 -1.39979 -1.77528 1.77118 -0.465227  0.337138 0.283028 -0.0619528 0.135585 -0.40107 -0.0517152 -0.105101 
2.171  1.49599 0.755944 -0.275035 -1.39829 -1.77974 1.77061 -0.466395  1.49556 0.755577 -0.274954 -1.39846 -1.77922 1.77067 -0.466259  0.321952 0.270279 -0.0591604 0.129476 -0.383004 -0.049387 -0.100367 
2.181  1.49914 0.758583 -0.275612 -1.39702 -1.78348 1.77012 -0.467375  1.49871 0.758229 -0.275535 -1.39719 -1.78297 1.77019 -0.467244  0.306767 0.25753 -0.056368 0.123368 -0.364937 -0.0470588 -0.0956325 
2.191  1.50213 0.761095 -0.276162 -1.39582 -1.78704 1.76966 -0.468308  1.50172 0.760753 -0.276087 -1.39598 -1.78655 1.76973 -0.468181  0.291581 0.24478 -0.0535756 0.11726 -0.346871 -0.0447305 -0.090898 
2.201  1.50497 0.763479 -0.276684 -1.39468 -1.79041 1.76923 -0.469193  1.50458 0.76315 -0.276612 -1.39483 -1.78995 1.76929 -0.469071  0.276395 0.232031 -0.0507832 0.111151 -0.328805 -0.0424023 -0.0861636 
2.211  1.50766 0.765736 -0.277178 -1.3936 -1.79361 1.76882 -0.470031  1.50728 0.765419 -0.277109 -1.39375 -1.79316 1.76887 -0.469914  0.261209 0.219282 -0.0479908 0.105043 -0.310738 -0.0400741 -0.0814291 
2.221  1.51019 0.767865 -0.277644 -1.39258 -1.79663 1.76843 -0.470822  1.50983 0.767561 -0.277577 -1.39272 -1.7962 1.76848 -0.470709  0.246023 0.206533 -0.0451984 0.0989347 -0.292672 -0.0377459 -0.0766946 
2.231  1.51258 0.769866 -0.278082 -1.39162 -1.79947 1.76806 -0.471565  1.51223 0.769576 -0.278018 -1.39176 -1.79905 1.76812 -0.471457  0.230838 0.193783 -0.0424059 0.0928264 -0.274606 -0.0354176 -0.0719601 
2.241  1.51481 0.77174 -0.278492 -1.39072 -1.80212 1.76772 -0.472261  1.51448 0.771462 -0.278431 -1.39085 -1.80173 1.76777 -0.472158  0.215652 0.181034 -0.0396135 0.0867181 -0.25654 -0.0330894 -0.0672257 
2.251  1.51689 0.773487 -0.278874 -1.38988 -1.8046 1.7674 -0.47291  1.51657 0.773222 -0.278816 -1.39001 -1.80422 1.76745 -0.472811  0.200466 0.168285 -0.0368211 0.0806098 -0.238473 -0.0307612 -0.0624912 
2.261  1.51882 0.775106 -0.279228 -1.38911 -1.80689 1.7671 -0.473511  1.51852 0.774854 -0.279173 -1.38923 -1.80653 1.76715 -0.473417  0.18528 0.155535 -0.0340287 0.0745015 -0.220407 -0.028433 -0.0577567 
2.271  1.5206 0.776598 -0.279555 -1.38839 -1.809 1.76683 -0.474065  1.52031 0.776358 -0.279502 -1.38851 -1.80866 1.76688 -0.473976  0.170095 0.142786 -0.0312363 0.0683932 -0.202341 -0.0261048 -0.0530223 
2.281  1.52222 0.777962 -0.279853 -1.38774 -1.81094 1.76658 -0.474571  1.52195 0.777735 -0.279803 -1.38785 -1.81062 1.76662 -0.474487  0.154909 0.130037 -0.0284439 0.0622849 -0.184274 -0.0237765 -0.0482878 
2.291  1.52369 0.779198 -0.280123 -1.38715 -1.81269 1.76636 -0.475031  1.52344 0.778984 -0.280077 -1.38725 -1.81239 1.7664 -0.474951  0.139723 0.117288 -0.0256515 0.0561766 -0.166208 -0.0214483 -0.0435533 
2.301  1.52501 0.780307 -0.280366 -1.38662 -1.81426 1.76615 -0.475442  1.52478 0.780106 -0.280322 -1.38671 -1.81398 1.76619 -0.475368  0.124537 0.104538 -0.0228591 0.0500682 -0.148142 -0.0191201 -0.0388189 
2.311  1.52618 0.781289 -0.280581 -1.38615 -1.81565 1.76597 -0.475807  1.52596 0.781101 -0.280539 -1.38624 -1.81539 1.76601 -0.475737  0.109351 0.0917891 -0.0200667 0.0439599 -0.130075 -0.0167919 -0.0340844 
2.321  1.5272 0.782143 -0.280767 -1.38574 -1.81686 1.76582 -0.476124  1.52699 0.781967 -0.280729 -1.38582 -1.81661 1.76585 -0.476059  0.0941657 0.0790398 -0.0172743 0.0378516 -0.112009 -0.0144636 -0.0293499 
2.331  1.52807 0.78287 -0.280926 -1.38539 -1.81789 1.76568 -0.476394  1.52787 0.782707 -0.28089 -1.38547 -1.81766 1.76571 -0.476333  0.0789799 0.0662906 -0.0144819 0.0317433 -0.0939429 -0.0121354 -0.0246154 
2.341  1.52878 0.783469 -0.281057 -1.3851 -1.81874 1.76557 -0.476616  1.5286 0.783319 -0.281024 -1.38517 -1.81853 1.7656 -0.476561  0.0637942 0.0535413 -0.0116894 0.025635 -0.0758766 -0.0098072 -0.019881 
2.351  1.52934 0.783941 -0.28116 -1.38488 -1.81941 1.76549 -0.476792  1.52918 0.783803 -0.28113 -1.38494 -1.81922 1.76551 -0.47674  0.0486084 0.040792 -0.00889703 0.0195267 -0.0578103 -0.00747898 -0.0151465 
2.361  1.52975 0.784285 -0.281235 -1.38471 -1.8199 1.76543 -0.476919  1.5296 0.78416 -0.281208 -1.38477 -1.81972 1.76545 -0.476873  0.0334226 0.0280427 -0.00610462 0.0134184 -0.039744 -0.00515076 -0.010412 
2.371  1.53001 0.784502 -0.281282 -1.38461 -1.82021 1.76539 -0.477  1.52988 0.784389 -0.281257 -1.38466 -1.82005 1.76541 -0.476958  0.0182368 0.0152934 -0.00331221 0.00731007 -0.0216777 -0.00282254 -0.00567756 
2.381  1.53012 0.784591 -0.281301 -1.38457 -1.82033 1.76537 -0.477033  1.53 0.784491 -0.281279 -1.38461 -1.82019 1.76539 -0.476996  0.00305105 0.00254416 -0.000519802 0.00120176 -0.00361139 -0.000494314 -0.000943091 
2.391  1.5301 0.784568 -0.281286 -1.38458 -1.8203 1.76536 -0.477024  1.53001 0.784494 -0.281261 -1.38462 -1.8202 1.76537 -0.476996  -0.00374017 -0.00479166 0.00461156 -0.00393016 0.00619975 -0.00195345 0.0019404 
2.401  1.53008 0.784519 -0.281196 -1.38464 -1.82024 1.76531 -0.477002  1.53005 0.78448 -0.281162 -1.38467 -1.82019 1.7653 -0.476986  0.00141671 -0.00476989 0.0138997 -0.00818437 0.0046299 -0.009336 0.00235256 
2.411  1.53013 0.78447 -0.280999 -1.38475 -1.82021 1.76517 -0.476976  1.53012 0.78445 -0.280957 -1.38478 -1.82018 1.76515 -0.476966  0.00774645 -0.00515473 0.0262799 -0.0140113 0.00313936 -0.019028 0.00305125 
2.421  1.53024 0.784412 -0.280658 -1.38493 -1.82018 1.76492 -0.476939  1.53025 0.784398 -0.280608 -1.38496 -1.82017 1.76489 -0.476932  0.0145949 -0.00682364 0.0426498 -0.0221549 0.00285352 -0.0314299 0.00439383 
2.431  1.53042 0.784331 -0.280134 -1.3852 -1.82015 1.76453 -0.476886  1.53044 0.78432 -0.280077 -1.38523 -1.82014 1.76449 -0.47688  0.0223089 -0.00948761 0.0629523 -0.0324807 0.0033626 -0.0465998 0.00627408 
2.441  1.53069 0.78422 -0.279388 -1.38558 -1.82011 1.76398 -0.476812  1.53071 0.78421 -0.279327 -1.38562 -1.8201 1.76394 -0.476806  0.0311248 -0.0128976 0.0870224 -0.0448176 0.0043319 -0.0644956 0.00859459 
2.451  1.53105 0.784071 -0.278383 -1.3861 -1.82006 1.76324 -0.476713  1.53107 0.784062 -0.278323 -1.38613 -1.82006 1.76319 -0.476707  0.0411356 -0.0169204 0.114714 -0.0590481 0.00559272 -0.0850483 0.0113002 
2.461  1.53151 0.783879 -0.277084 -1.38677 -1.82 1.76227 -0.476585  1.53153 0.783871 -0.277027 -1.3868 -1.81999 1.76223 -0.47658  0.0523559 -0.0214892 0.145896 -0.0750862 0.00706919 -0.108176 0.0143606 
2.471  1.5321 0.78364 -0.275455 -1.38761 -1.81992 1.76107 -0.476425  1.53212 0.783633 -0.275407 -1.38763 -1.81992 1.76103 -0.47642  0.064765 -0.0265655 0.180434 -0.0928569 0.00872617 -0.133788 0.0177562 
2.481  1.53281 0.783347 -0.273465 -1.38863 -1.81982 1.75959 -0.476229  1.53283 0.783341 -0.273429 -1.38865 -1.81982 1.75956 -0.476226  0.0783223 -0.0321195 0.218187 -0.112285 0.0105459 -0.161784 0.0214702 
2.491  1.53367 0.782996 -0.271083 -1.38986 -1.81971 1.75782 -0.475995  1.53368 0.782993 -0.271063 -1.38987 -1.81971 1.75781 -0.475993  0.0929769 -0.0381266 0.259006 -0.133291 0.0125169 -0.192051 0.0254866 
2.501  1.53468 0.782583 -0.268277 -1.3913 -1.81957 1.75574 -0.475719  1.53467 0.782583 -0.268277 -1.3913 -1.81957 1.75574 -0.475719  0.108673 -0.0445623 0.302728 -0.155791 0.0146291 -0.224472 0.0297887 
2.511  1.53584 0.782104 -0.26502 -1.39298 -1.81941 1.75333 -0.475398  1.53584 0.782107 -0.265044 -1.39297 -1.81941 1.75335 -0.4754  0.125349 -0.0513998 0.349181 -0.179697 0.0168735 -0.258916 0.0343597 
2.521  1.53718 0.781554 -0.261286 -1.3949 -1.81923 1.75056 -0.475031  1.53717 0.781562 -0.261338 -1.39487 -1.81924 1.7506 -0.475036  0.142939 -0.0586125 0.398182 -0.204914 0.0192413 -0.29525 0.0391816 
2.531  1.53871 0.78093 -0.257049 -1.39708 -1.81903 1.74742 -0.474614  1.53868 0.780943 -0.257134 -1.39704 -1.81903 1.74748 -0.474622  0.161374 -0.0661718 0.449537 -0.231342 0.0217228 -0.33333 0.0442351 
2.541  1.54041 0.780229 -0.252289 -1.39953 -1.8188 1.74389 -0.474145  1.54037 0.780247 -0.252408 -1.39947 -1.8188 1.74398 -0.474157  0.180582 -0.0740481 0.503043 -0.258878 0.0243081 -0.373004 0.0494997 
2.551  1.54232 0.779448 -0.246983 -1.40226 -1.81854 1.73995 -0.473623  1.54226 0.779472 -0.247141 -1.40218 -1.81855 1.74007 -0.473639  0.200486 -0.0822102 0.558489 -0.287412 0.0269877 -0.414117 0.0549556 
2.561  1.54443 0.778585 -0.241114 -1.40528 -1.81826 1.7356 -0.473046  1.54435 0.778614 -0.241314 -1.40518 -1.81827 1.73575 -0.473065  0.221008 -0.0906249 0.615657 -0.316831 0.0297505 -0.456507 0.0605813 
2.571  1.54674 0.777635 -0.234665 -1.4086 -1.81795 1.73082 -0.472411  1.54665 0.777672 -0.234911 -1.40847 -1.81796 1.731 -0.472435  0.242067 -0.0992602 0.67432 -0.347021 0.0325852 -0.500006 0.0663538 
2.581  1.54927 0.776599 -0.227624 -1.41222 -1.81761 1.7256 -0.471718  1.54916 0.776642 -0.227918 -1.41207 -1.81762 1.72582 -0.471747  0.26358 -0.108082 0.734248 -0.377861 0.0354808 -0.544442 0.0722503 
